date,y,yhat_lstm,yhat_lstm_0,yhat_lstm_1,predict,predicttrue
2016/5/26,-0.044544533,-1,0.64072156,0.35927844,0.022272267,1
2016/5/27,-0.009910312,-1,0.771326959,0.228673011,0.004955156,1
2016/5/30,0,-1,0.540859044,0.459140927,0,0
2016/5/31,-0.128757508,-1,0.680853963,0.319146067,0.064378754,1
2016/6/1,-0.560753771,-1,0.755808413,0.244191557,0.280376886,1
2016/6/2,-0.516181412,-1,0.820755243,0.179244772,0.258090706,1
2016/6/3,-0.32230101,-1,0.824472606,0.175527453,0.161150505,1
2016/6/6,-0.357072389,-1,0.859715462,0.140284553,0.178536195,1
2016/6/7,-0.362040716,-1,0.842739701,0.157260314,0.181020358,1
2016/6/8,-0.173589628,-1,0.881078005,0.118922047,0.086794814,1
2016/6/13,-0.183518143,0,0.391400546,0.608599424,-0.091759072,0
2016/6/14,-0.178553762,-1,0.755133331,0.244866669,0.089276881,1
2016/6/15,0.407231393,0,0.377350122,0.622649848,0.203615697,1
