date,y,yhat_lstm,yhat_lstm_0,yhat_lstm_1,predict,predicttrue
2016/6/16,0.570622036,-1,0.512256682,0.487743258,-0.285311018,0
2016/6/17,0.183590991,0,0.360565782,0.639434218,0.091795496,1
2016/6/20,0.223319613,0,0.171002001,0.82899797,0.111659807,1
2016/6/21,0.371941216,0,0.144400582,0.855599403,0.185970608,1
2016/6/22,0.425996285,0,0.008860989,0.991138995,0.212998143,1
2016/6/23,0.317224554,0,0.00270778,0.997292221,0.158612277,1
2016/6/24,0.26771123,0,0.079094619,0.920905352,0.133855615,1
2016/6/27,0.168366881,-1,0.907758296,0.092241749,-0.084183441,0
2016/6/28,0.158204413,-1,0.927709699,0.072290316,-0.079102207,0
2016/6/29,0.395804989,-1,0.892523289,0.107476667,-0.197902495,0
2016/6/30,0.247549389,-1,0.919470608,0.080529369,-0.123774695,0
2016/7/1,0,-1,0.855546415,0.14445354,0,0
2016/7/4,-0.18800718,0,0.346095592,0.653904438,-0.09400359,0
2016/7/5,-0.049500051,-1,0.778885663,0.221114278,0.024750026,1
2016/7/6,0.138531588,-1,0.591304839,0.408695191,-0.069265794,0
2016/7/7,0.059355989,0,0.485316813,0.514683247,0.029677995,1
2016/7/8,-0.054354541,0,0.240285873,0.759714067,-0.027177271,0
2016/7/11,0.078973351,0,0.169288754,0.830711186,0.039486676,1
2016/7/12,0.27652973,0,0.233117253,0.766882718,0.138264865,1
2016/7/13,0.385356932,0,0.410217345,0.589782596,0.192678466,1
2016/7/14,0.346055319,-1,0.597213149,0.402786851,-0.17302766,0
2016/7/15,0.444620829,0,0.363888472,0.636111438,0.222310415,1
2016/7/18,0.251833331,0,0.42847082,0.57152915,0.125916666,1
2016/7/19,0.40465906,-1,0.650707841,0.349292189,-0.20232953,0
2016/7/20,0.310904092,-1,0.525449157,0.474550784,-0.155452046,0
2016/7/21,0.069050558,0,0.434022278,0.565977693,0.034525279,1
2016/7/22,0.118279054,0,0.301240653,0.698759258,0.059139527,1
2016/7/25,0.162589645,0,0.41603592,0.583964109,0.081294823,1
2016/7/26,0.261219006,0,0.36983043,0.63016957,0.130609503,1
2016/7/27,0.285489463,-1,0.524952352,0.475047618,-0.142744732,0
2016/7/28,0.339709359,-1,0.545159578,0.454840362,-0.16985468,0
2016/7/29,0.265591342,0,0.276800364,0.723199606,0.132795671,1
2016/8/1,0.319764139,-1,0.516774178,0.483225793,-0.15988207,0
2016/8/2,0.457486594,-1,0.559176922,0.440823048,-0.228743297,0
2016/8/3,0.520732165,0,0.040171977,0.959828019,0.260366083,1
2016/8/4,0.579228009,0,0.352282107,0.647717893,0.289614005,1
2016/8/5,0.45182279,0,0.335894972,0.664104998,0.225911395,1
2016/8/8,0.255264976,0,0.314763874,0.685236156,0.127632488,1
2016/8/9,0.274860289,0,0.463317841,0.536682129,0.137430145,1
2016/8/10,0.137436825,0,0.262037754,0.737962246,0.068718413,1
2016/8/11,0.191368836,0,0.43004778,0.56995219,0.095684418,1
2016/8/12,0.019629975,0,0.260437608,0.739562392,0.009814988,1
2016/8/15,-0.18636592,0,0.014419838,0.985580206,-0.09318296,0
2016/8/16,-0.299012502,0,0.007738584,0.992261469,-0.149506251,0
2016/8/17,-0.039207999,0,0.149527237,0.850472748,-0.019604,0
2016/8/18,-0.024516414,-1,0.602661431,0.397338629,0.012258207,1
2016/8/19,-0.220810218,0,0.13045606,0.86954397,-0.110405109,0
2016/8/22,-0.122702413,0,0.24520269,0.75479728,-0.061351207,0
2016/8/23,-0.240496815,-1,0.575303018,0.424696982,0.120248408,1
2016/8/24,-0.191556826,0,0.087380342,0.91261965,-0.095778413,0
2016/8/25,-0.152293022,0,0.014871786,0.985128224,-0.076146511,0
2016/8/26,-0.147383962,0,0.012434741,0.987565219,-0.073691981,0
2016/8/29,-0.535746286,0,0.029638046,0.970361948,-0.267873143,0
2016/8/30,-0.496522909,0,0.326721638,0.673278332,-0.248261455,0
2016/8/31,-0.32473951,0,0.104059272,0.895940721,-0.162369755,0
2016/9/1,-0.512064142,-1,0.729660034,0.270339966,0.256032071,1
2016/9/2,-0.339642472,-1,0.733005881,0.266994089,0.169821236,1
2016/9/5,-0.26091038,-1,0.552408755,0.447591245,0.13045519,1
2016/9/6,-0.255981237,-1,0.531116724,0.468883336,0.127990619,1
2016/9/7,-0.236267092,-1,0.722325027,0.277674973,0.118133546,1
2016/9/8,0.009856101,-1,0.620194793,0.379805207,-0.004928051,0
2016/9/9,0.014783787,0,0.22347863,0.776521385,0.007391894,1
2016/9/12,0.08374591,0,0.454586923,0.545413077,0.041872955,1
2016/9/13,0.280975218,-1,0.551266372,0.448733598,-0.140487609,0
2016/9/14,0.192113554,0,0.308582157,0.691417873,0.096056777,1
2016/9/19,0.177296279,-1,0.501703322,0.498296648,-0.08864814,0
2016/9/20,0.177287548,0,0.182692349,0.817307651,0.088643774,1
2016/9/21,0.162493573,0,0.081915021,0.918085039,0.081246787,1
2016/9/22,0.324707557,0,0.20975472,0.790245295,0.162353779,1
